id,created_at,text
992575881683103744,2018-05-05 01:25:06,"By definition, if a Middle Eastern dish has dopiaza in its name, it will include what ingredient?
1) Onion ✓
2) Tomato
3) Rice"
992575735931047939,2018-05-05 01:24:31,"In which of these TV shows did the star NOT play a character with the same first name?
1) The Drew Carey Show
2) Th… https://t.co/0g9NVOiErk"
992575526048096257,2018-05-05 01:23:41,"Which of these is a weapon in the classic version of the board game Clue?
1) Wrench ✓
2) Poison
3) Baseball bat"
992575386771959808,2018-05-05 01:23:08,"What synonym for “evil” comes from an old term referring to the left-hand side?
1) Sinister ✓
2) Depraved
3) Malevolent"
992575207176130560,2018-05-05 01:22:25,"Which phrase consists of two football terms AND describes an arrangement of pulleys?
1) Snap and line
2) Punt and down
3) Block and tackle ✓"
992575081535672321,2018-05-05 01:21:55,"If planted properly, what kind of trees will acorns grow into?
1) Oaks ✓
2) Willows
3) Pines"
992574929748086786,2018-05-05 01:21:19,"Modern automobiles typically run on which of these?
1) Candle wax
2) Gasoline ✓
3) Hand-wound springs"
992574675917201408,2018-05-05 01:20:18,"Which of these kinds of chips would you use to make nachos?
1) Tortilla ✓
2) Poker
3) Bargaining"
992481868112113664,2018-05-04 19:11:31,"Which film has the same director as the concert movie that opens with the line, “Hi, I’ve got a tape I want to play… https://t.co/U1GqdX3IYc"
992481600251334659,2018-05-04 19:10:27,"Which of these divisions of geologic time is the shortest?
1) Era
2) Epoch
3) Age ✓"
992481451915571201,2018-05-04 19:09:52,"What athlete has played in the championship games of both the NFL and MLB?
1) Bo Jackson
2) Deion Sanders ✓
3) Brian Jordan"
992481233706934274,2018-05-04 19:09:00,"A centuries-old game called “Captain’s Mistress” is now often sold under what name?
1) Battleship
2) Yahtzee
3) Connect Four ✓"
992481077628428288,2018-05-04 19:08:22,"In their original theatrical run, the “Little Rascals” shorts of the 1930s and ’40s were called what?
1) Our Gang ✓… https://t.co/k06Tk76fJs"
992480903791304705,2018-05-04 19:07:41,"By definition, which of these would you need to “defenestrate” a prized belonging?
1) Law degree
2) Window ✓
3) Swimming pool"
992480743363436545,2018-05-04 19:07:03,"The works of which artist are often used to illustrate the concept of tessellation?
1) Claude Monet
2) MC Escher ✓
3) Pablo Picasso"
992480566745489409,2018-05-04 19:06:21,"With which of the following artists has Sting NOT recorded a song?
1) Rod Stewart
2) Shaggy
3) Michael Bolton ✓"
992480365246902273,2018-05-04 19:05:33,"What is the term in typography for adjusting the spacing between characters to create the best look?
1) Kerning ✓
2) Blocking
3) Strafing"
992480218886615040,2018-05-04 19:04:58,"Eggs that are fried without being flipped over are typically described how?
1) Sunny side up ✓
2) Soft boiled
3) Over medium"
992480054847442945,2018-05-04 19:04:19,"Which is one of the three categories of Shakespeare’s plays?
1) Technothrillers
2) Tragedies ✓
3) Single-camera sitcoms"
992479907425996802,2018-05-04 19:03:43,"Who typically wins a marathon?
1) Fastest runner ✓
2) Loudest yeller
3) Messiest eater"
992210307970949121,2018-05-04 01:12:26,"In Greek mythology, who abandoned his mother and sister to fight alongside the Trojans?
1) Achilles
2) Odysseus
3) Ares ✓"
992210060586749952,2018-05-04 01:11:27,"Which of these did Beyoncé use to announce her first pregnancy?
1) Her official website
2) Instagram
3) Awards show ✓"
992209895062671361,2018-05-04 01:10:48,"What is the relationship between the towns of Menlo Park, CA and Menlo Park, NJ?
1) CA’s named for NJ’s
2) NJ’s nam… https://t.co/mcLUkhyfMz"
992209675381854208,2018-05-04 01:09:55,"Which of these songs was recorded by a band originally named “On A Friday”?
1) Idioteque ✓
2) Creeping
3) Just Like Heaven"
992209514991706115,2018-05-04 01:09:17,"Which of these terms accurately describes America’s three most popular beer brands as of 2017?
1) Lager ✓
2) Ale
3) IPA"
992209293486317569,2018-05-04 01:08:24,"Which of these shirts would an Australian most likely call a “skivvy”?
1) Turtleneck ✓
2) Sleeveless T-shirt
3) Crop top"
992209127849054209,2018-05-04 01:07:45,"Which of these sci-fi movie titles is also a scientific term that applies to black holes?
1) Ex Machina
2) Solaris
3) Event Horizon ✓"
992208944826322945,2018-05-04 01:07:01,"Which breed of dog is NOT named in part for an island?
1) Sheltie
2) St. Bernard ✓
3) Maltese"
992208783429525504,2018-05-04 01:06:22,"The leading racer in the Tour de France typically wears what color?
1) Black
2) Yellow ✓
3) Green"
992208595075981320,2018-05-04 01:05:38,"In a trial, who is charged with proving guilt?
1) Prosecution ✓
2) Defense
3) Judge"
992208436153782274,2018-05-04 01:05:00,"If you are about to use foul language, you might say “pardon my” what?
1) French ✓
2) Screaming
3) Grandmother"
992208289571143682,2018-05-04 01:04:25,"Muhammad Ali famously said he could “float like a butterfly, sting like a” what?
1) Jellyfish
2) Bee ✓
3) Personal insult"
992119453352693760,2018-05-03 19:11:25,"What date is inscribed on the granite waterfront monument in Massachusetts’ Pilgrim Memorial State Park?
1) 1620 ✓
2) 1492
3) 1776"
992119185005301761,2018-05-03 19:10:21,"In the history of US presidential elections, what third-party candidate got the most electoral votes?
1) Ralph Nade… https://t.co/9DH4nslKzn"
992119018843721729,2018-05-03 19:09:41,"In one of the biggest upsets in Tony history, a show about puppets beat out which of these musicals?
1) Wicked ✓
2)… https://t.co/IdHP8JjNza"
992118801977233408,2018-05-03 19:08:49,"In the film series, which of these boxers officially had a winning record against Rocky Balboa?
1) James “Clubber”… https://t.co/uuvrMUUttP"
992118634519650305,2018-05-03 19:08:09,"Which of these tech companies does NOT have the same CEO as the other two?
1) Kickstarter ✓
2) Square
3) Twitter"
992118482807545857,2018-05-03 19:07:33,"A character on “Seinfeld” once found the discarded set of what TV show host?
1) Merv Griffin ✓
2) Johnny Carson
3) Jerry Springer"
992118321519656966,2018-05-03 19:06:55,"Which of these places is naturally home to penguins?
1) Alaska
2) South Africa ✓
3) Mongolia"
992118167207137281,2018-05-03 19:06:18,"What is NOT one of Pittsburgh’s “Three Rivers”?
1) Ohio
2) Beaver ✓
3) Allegheny"
992118015784312835,2018-05-03 19:05:42,"What animal’s kid is literally called a “kid”?
1) Sheep
2) Kangaroo
3) Goat ✓"
992117815640514561,2018-05-03 19:04:54,"If a British person asks to use your “lorry,” what do they want to use?
1) Skateboard
2) Truck ✓
3) Bathroom"
992117671545143297,2018-05-03 19:04:20,"What cartoon character repeatedly perishes on “South Park,” only to return every time?
1) Darkwing Duck
2) Jon Snow
3) Kenny ✓"
992117543879041026,2018-05-03 19:03:49,"What structure did King Kong famously climb?
1) Mount Everest
2) Empire State Building ✓
3) Hogwarts"
991847564856123392,2018-05-03 01:11:01,"In the 1920s, a man notoriously pushed what to the top of Pikes Peak using only his nose?
1) Gumball
2) Peanut ✓
3) FDR campaign button"
991847330620981248,2018-05-03 01:10:05,"Taylor Swift reportedly wrote ""Bad Blood"" about Katy Perry after a conflict over what?
1) Backup dancers ✓
2) Award… https://t.co/H6ro3iH6gj"
991847182255833092,2018-05-03 01:09:30,"As portrayed in “The King’s Speech,” which king quit and left his stammering brother to take the throne?
1) Edward… https://t.co/9DRa19eJEo"
991847037485420544,2018-05-03 01:08:56,"The current capital city of which country was NOT its capital in 1990?
1) Nigeria ✓
2) Côte d’Ivoire
3) Burkina Faso"
991846894585372672,2018-05-03 01:08:21,"What US senator had a cameo in the comedy “Wedding Crashers”?
1) Joe Lieberman
2) John McCain ✓
3) Patrick Leahy"
991846684018720769,2018-05-03 01:07:31,"What is the real name of the co-founder of Cash Money Records?
1) Dwayne Carter
2) Sean Combs
3) Bryan Williams ✓"
991846547997552640,2018-05-03 01:06:59,"In what holy location would you find the Dome of the Rock?
1) Mount Sinai
2) Temple Mount ✓
3) Mount of Olives"
991846360423936000,2018-05-03 01:06:14,"What is the name of the robot that has spent more than 10 Earth years exploring Mars?
1) Spirit
2) Pathfinder
3) Opportunity ✓"
991846222372712449,2018-05-03 01:05:41,"In Richard Connell’s famous short story “The Most Dangerous Game,” what is being hunted?
1) Whale
2) Man ✓
3) Hound"
991846087978897408,2018-05-03 01:05:09,"Which of these roots is often used to make naturally flavored root beer?
1) Ginseng
2) Sarsaparilla ✓
3) Cassava"
991845938418208769,2018-05-03 01:04:33,"Which of these names is also a term that refers to a male deer?
1) Gary
2) Buck ✓
3) Alfredo"
991845774345494529,2018-05-03 01:03:54,"Which of these is an important ingredient in making coffee?
1) Bike chain lubricant
2) Hot water ✓
3) Brown mustard"
991757142720950272,2018-05-02 19:11:43,"A direct flight from Bishkek to Ashgabat will nearly pass over which country’s capital?
1) Uzbekistan ✓
2) Kazakhstan
3) Afghanistan"
991756919009431553,2018-05-02 19:10:50,"About how long does light from our Sun take to reach Earth?
1) 8.3 minutes ✓
2) 3.8 minutes
3) 38 seconds"
991756704051351557,2018-05-02 19:09:58,"Which of these US states has the most official state songs?
1) West Virginia
2) Tennessee ✓
3) Texas"
991756486031261697,2018-05-02 19:09:06,"What long-running science fiction franchise began aboard the spacecraft Nostromo?
1) Star Trek
2) Alien ✓
3) Planet of the Apes"
991756251053854721,2018-05-02 19:08:10,"Of the US presidents born in the 20th century, who held office first?
1) Dwight D. Eisenhower
2) John F. Kennedy ✓
3) Lyndon B. Johnson"
991756092156862464,2018-05-02 19:07:32,"“Association football” is the British term for a sport typically known as what in the US?
1) Football
2) Rugby
3) Soccer ✓"
991755907943096320,2018-05-02 19:06:49,"Despite his name, which of these musicians is actually from Morocco?
1) French Montana ✓
2) Flo Rida
3) Bruno Mars"
991755756302163969,2018-05-02 19:06:12,"What fruit is also sometimes known as a “fuzzless peach”?
1) Orange
2) Nectarine ✓
3) Pomegranate"
991755608104857600,2018-05-02 19:05:37,"Which of these species is the closest relative of the llama?
1) Hamster
2) Alpaca ✓
3) Rhinoceros"
991755453003632644,2018-05-02 19:05:00,"Which of these titles typically wields the most power at a corporation?
1) CIO
2) CFO
3) CEO ✓"
991755278277402624,2018-05-02 19:04:18,"A dinner combining seafood and red meat is called “surf and” what?
1) Smurf
2) Turf ✓
3) Nerf"
991755145137532928,2018-05-02 19:03:47,"Which of these body parts is also a common part of a chair?
1) Spleen
2) Leg ✓
3) Uvula"
991485429248602112,2018-05-02 01:12:01,"The phrase “always a bridesmaid, never a bride” was popularized by an ad campaign for what?
1) Detergent
2) Lingerie
3) Mouthwash ✓"
991485094094426112,2018-05-02 01:10:41,"The 1980 US hockey team won the gold medal by defeating which country in the final game?
1) Finland ✓
2) Canada
3) Soviet Union"
991484927102373888,2018-05-02 01:10:02,"Which of these prizes did author Annie Proulx NOT earn for “Brokeback Mountain”?
1) Pulitzer ✓
2) National Magazine Award
3) O. Henry"
991484754133442568,2018-05-02 01:09:20,"What classic cartoon character’s catchphrase refers to a dish of corn and lima beans?
1) Sylvester the Cat ✓
2) Popeye
3) Mighty Mouse"
991484573753233408,2018-05-02 01:08:37,"Which of these nations shares a border with Italy?
1) Serbia
2) Slovakia
3) Slovenia ✓"
991484413182701568,2018-05-02 01:07:59,"Which of these phrases has NOT been the title of a James Bond film?
1) Tomorrow Is Not Enough ✓
2) Live and Let Die
3) For Your Eyes Only"
991484227207290881,2018-05-02 01:07:15,"If you filed an extension on your individual US tax return this year, when is your new deadline?
1) October 15 ✓
2) August 15
3) June 15"
991484062543044609,2018-05-02 01:06:36,"Frenchman Fernand Lamaze came up with a popular technique for what?
1) Childbirth ✓
2) Serving a tennis ball
3) Frying potatoes"
991483878752780289,2018-05-02 01:05:52,"The arrow next to the gas gauge on a car dashboard is designed to point to what?
1) Oil gauge
2) Filler cap ✓
3) Trunk"
991483719159607307,2018-05-02 01:05:14,"What is the name of the imaginary line at zero degrees latitude?
1) Prime Meridian
2) Equator ✓
3) Tropic of Capricorn"
991483527035277313,2018-05-02 01:04:28,"According to old superstition, in order to avoid a jinx you should knock on what?
1) Wood ✓
2) Your neighbor’s window
3) The Mona Lisa"
991483390594609152,2018-05-02 01:03:55,"Michael Jackson was known as the King of what?
1) Breakfast
2) Pop ✓
3) Bahrain"
991394675033600000,2018-05-01 19:11:24,"The actor behind which “Fresh Prince” character also had a long career voicing cartoon villains?
1) Carlton
2) Philip ✓
3) Geoffrey"
991394309843890176,2018-05-01 19:09:57,"The two sides of the Great Wall of China face China and what?
1) Russia
2) Mongolia
3) China ✓"
991394122610114562,2018-05-01 19:09:12,"Which of these dogs is thought to NOT get its name from its color?
1) Chocolate Lab
2) Golden Retriever
3) Greyhound ✓"
991393978955259905,2018-05-01 19:08:38,"In publishing, what is typically found next to “verso”?
1) Bolus
2) Menta
3) Recto ✓"
991393794951180289,2018-05-01 19:07:54,"Which of these cities’ NBA teams has a bird as a mascot?
1) Memphis
2) New Orleans ✓
3) Charlotte"
991393631532670976,2018-05-01 19:07:15,"Eliza Schuyler Hamilton helped raise money to build what DC landmark?
1) Jefferson Memorial
2) Washington Monument ✓
3) Ford’s Theater"
991393471511527424,2018-05-01 19:06:37,"Which of these fabrics is most closely associated with picnics?
1) Tulle
2) Gingham ✓
3) Seersucker"
991393311947665411,2018-05-01 19:05:59,"What judge oversaw the 1994-95 trial of OJ Simpson?
1) Lance Ito ✓
2) Joe Brown
3) Mills Lane"
991393165490966528,2018-05-01 19:05:24,"Which of these animated movies featured the song “A Whole New World”?
1) Aladdin ✓
2) Toy Story
3) An American Tail"
991393015699787778,2018-05-01 19:04:48,"What “butler” lent his name to a popular 1990s search engine?
1) Mr. Belvedere
2) Jeeves ✓
3) Malcolm"
991392846379995136,2018-05-01 19:04:08,"The word “flauta” literally translates to what in English?
1) Flimsy taco
2) Flute ✓
3) Flux capacitor"
991392705380012033,2018-05-01 19:03:34,"What color are most official New York taxicabs?
1) Yellow ✓
2) Rainbow
3) Red / White / Blue"
991122982322999297,2018-05-01 01:11:47,"Though they all ended quickly, which of these late-night hosts had the shortest run?
1) Magic Johnson
2) Pat Sajak
3) Chevy Chase ✓"
991122712646086656,2018-05-01 01:10:43,"Which of these is actually in the country of Scotland?
1) County of Scotland
2) Scotland Yard
3) Skye, Scotland ✓"
991122578684239872,2018-05-01 01:10:11,"Which of these video game companies first made playing cards?
1) Nintendo ✓
2) Atari
3) Sega"
991122385360302081,2018-05-01 01:09:25,"From where did the Titanic originally set sail?
1) United States
2) England
3) Northern Ireland ✓"
991122206431285249,2018-05-01 01:08:42,"Which of these words can describe both a hat and a type of sleeve?
1) Cap ✓
2) Tam
3) Bowler"
991122046989021189,2018-05-01 01:08:04,"What European mountain range is named for its visibility to incoming American ships?
1) Pecos Bill
2) Picos de Europa ✓
3) Pico de Gallo"
991121885730672640,2018-05-01 01:07:26,"In which of these terms does the initial refer to the name of an emperor?
1) W-2
2) C-Section ✓
3) Q Rating"
991121658105749514,2018-05-01 01:06:32,"Another way to express the number 1000 is to write “ten to the” what?
1) Thousandth power
2) Tenth power
3) Third power ✓"
991121480091099141,2018-05-01 01:05:49,"Which of these words has won Oxford Dictionaries Word of the Year?
1) Hundo
2) Unfriend ✓
3) Yassss"
991121354815672320,2018-05-01 01:05:19,"What was the name of the wrestling giant who starred in “The Princess Bride”?
1) Gerry
2) Mitch
3) André ✓"
991121162800427008,2018-05-01 01:04:34,"What term refers to diving headfirst into a pool with arms wide open at the start?
1) Pig dive
2) Swan dive ✓
3) Moose dive"
991121018759663617,2018-05-01 01:03:59,"If your clothes catch fire, you are supposed to stop, drop, and what?
1) Think
2) Roll ✓
3) Freak"
991032324493053952,2018-04-30 19:11:33,"The element named from the Latin for “flint” is typically used to make what?
1) Explosives
2) Computer chips ✓
3) Electrical wire"
991032057097785346,2018-04-30 19:10:29,"Which city is NOT a terminus of the Panama Canal?
1) Colón
2) Panama City
3) La Chorrera ✓"
991031871835385857,2018-04-30 19:09:45,"What classic video game was partly designed by founders of Apple Computer?
1) Defender
2) Asteroids
3) Breakout ✓"
991031710639935488,2018-04-30 19:09:06,"Which of these is both a body part and the phonetic pronunciation of a letter in the Hebrew alphabet?
1) Gimel
2) Heel
3) Shin ✓"
991031558218899462,2018-04-30 19:08:30,"A “rack-and-pinion” assembly relies on what mechanical concept?
1) Hydraulics
2) Gears ✓
3) Springs"
991031409191071744,2018-04-30 19:07:55,"What is the name of the treat that plays a key role in “The Lion, the Witch and the Wardrobe”?
1) Turkish delight ✓… https://t.co/u3cvhSkTbS"
991031283211005953,2018-04-30 19:07:25,"Which sport does NOT have a US Open?
1) Tennis
2) Golf
3) Handball ✓"
991031154944937984,2018-04-30 19:06:54,"What would you directly learn to do from the Chicago Manual of Style?
1) Punctuate a sentence ✓
2) Kern a font
3) Accessorize a dress"
991031005480980481,2018-04-30 19:06:18,"Which of these people was president of the US during the Civil War?
1) Abraham Lincoln ✓
2) Andrew Jackson
3) Ulysses S. Grant"
991030883506442240,2018-04-30 19:05:49,"Which of these states lies farthest west?
1) New Mexico ✓
2) North Carolina
3) New Jersey"
991030780481728514,2018-04-30 19:05:25,"Which of these is the name of the ship that famously brought the Pilgrims to America?
1) Pacific Princess
2) SS Minnow
3) Mayflower ✓"
991030606531301382,2018-04-30 19:04:43,"Which of these is a common office supply?
1) Clown shoes
2) Paper clips ✓
3) Heated asphalt"
990761539220144130,2018-04-30 01:15:33,"The last lines spoken by Shakespeare’s Romeo and Othello both include what word?
1) Sleep
2) Kiss ✓
3) Heart"
990761247632130048,2018-04-30 01:14:23,"Which nation’s flag features a simple geometric form meant to resemble the nation’s shape?
1) Bosnia and Herzegovina ✓
2) Nepal
3) Argentina"
990761084532543489,2018-04-30 01:13:44,"Which of these is a character from the 1980s cartoon series titled “Ghostbusters”?
1) Slimer
2) Ray Stantz
3) Eddie Spenser Jr. ✓"
990760806601117701,2018-04-30 01:12:38,"Whose Twitter handle comes first in alphabetical order?
1) Ellen DeGeneres
2) Neil Patrick Harris ✓
3) LeBron James"
990760663491457024,2018-04-30 01:12:04,"Which of the following cities is NOT home to an inaugural NHL team?
1) Pittsburgh ✓
2) Chicago
3) Detroit"
990760440379691009,2018-04-30 01:11:11,"Guns N’ Roses once wrote a song with the same title as what author's most famous work?
1) JD Salinger ✓
2) F. Scott… https://t.co/5oPgBnMsLA"
990760269218533376,2018-04-30 01:10:30,"Which of these is an anagram of “twelve plus one”?
1) Eleven plus two ✓
2) Twenty-one elves
3) Twelve one-ups"
990760036401020928,2018-04-30 01:09:34,"Which of these states is home to the tallest structure in the Western Hemisphere?
1) Washington
2) New York
3) North Dakota ✓"
990759883380314112,2018-04-30 01:08:58,"The mnemonic “King Henry Doesn’t Usually Drink Chocolate Milk” is used to remember what?
1) Moons of Saturn
2) Nobl… https://t.co/S1X782KDlr"
990759709513838593,2018-04-30 01:08:16,"Which of these investments takes longest to mature?
1) T-bonds ✓
2) T-notes
3) T-bills"
990759529251033089,2018-04-30 01:07:33,"What is the capital of the North Star State?
1) Austin
2) Juneau
3) Saint Paul ✓"
990759394928480256,2018-04-30 01:07:01,"What does the “A” in the biological acronym “DNA” stand for?
1) Ardent
2) Acid ✓
3) Adenine"
990759165931982848,2018-04-30 01:06:07,"When referring to the rodent, which of these is the correct plural form of “mouse”?
1) Mouses
2) Octopi
3) Mice ✓"
990759036370014209,2018-04-30 01:05:36,"A person who can’t decide something is said to be “sitting on the” what?
1) Blockchain
2) Dock of the bay
3) Fence ✓"
990758863422001153,2018-04-30 01:04:55,"Which of these is NOT a common type of underwear?
1) Bee beard ✓
2) Briefs
3) Boxers"
990398434812276736,2018-04-29 01:12:42,"The final words of which famous poem are written in the Sanskrit language?
1) Ozymandias
2) The New Colossus
3) The Waste Land ✓"
990398135846539265,2018-04-29 01:11:30,"The New York Daily Advertiser was a newspaper famous for publishing what?
1) First US coupons
2) Federalist Papers ✓
3) Classifieds"
990397975758299136,2018-04-29 01:10:52,"You are most likely to hear the Tetum language spoken in which capital city?
1) Dili ✓
2) Mogadishu
3) La Paz"
990397816185999360,2018-04-29 01:10:14,"Which cartoon character made his first TV appearance in an ad for a fruit juice?
1) Squidward Tentacles
2) Snoopy
3) Doug Funnie ✓"
990397667955105792,2018-04-29 01:09:39,"Which of these words is used to refer to more than one ferret?
1) Business ✓
2) Punch
3) Clever"
990397415147569157,2018-04-29 01:08:39,"Which of these BBQ dishes is most closely tied to Kentucky?
1) Chipped mutton ✓
2) Brunswick stew
3) Dry ribs"
990397254124101632,2018-04-29 01:08:00,"“Let My Love Open the Door” was a hit for a former member of what band?
1) The Who ✓
2) Genesis
3) Led Zeppelin"
990397086951714816,2018-04-29 01:07:20,"What billionaire runs the corporate behemoth Berkshire Hathaway?
1) Michael Bloomberg
2) Warren Buffett ✓
3) Charles Koch"
990396959327490048,2018-04-29 01:06:50,"Which of these particles is NOT found within an atomic nucleus?
1) Electron ✓
2) Proton
3) Neutron"
990396772798402560,2018-04-29 01:06:05,"The comic strip “B.C.” is mainly about what?
1) Aliens
2) Cavemen ✓
3) Robots"
990396637813100544,2018-04-29 01:05:33,"By definition, a hotel room advertised as having AC has what?
1) Alive cockroaches
2) Almond cookies
3) Air conditioning ✓"
990396419507965954,2018-04-29 01:04:41,"Two items that are difficult to compare are often said to be what?
1) Hoagies / grinders
2) Apples / oranges ✓
3) Simons / Garfunkels"
990036122893017088,2018-04-28 01:13:00,"On AFI’s list of the top 100 movie quotes, two of the top three were spoken by what actor?
1) Humphrey Bogart
2) Cl… https://t.co/wq7gdJf1Ma"
990035836870774784,2018-04-28 01:11:52,"Which of these is the title of only one book of the Bible?
1) Kings
2) Chronicles
3) Judges ✓"
990035642343141376,2018-04-28 01:11:05,"The Rolling Stones song “Sympathy for the Devil” was said to be inspired by what literary work?
1) The Master and M… https://t.co/HwDThivHTB"
990035483668504577,2018-04-28 01:10:27,"In the world of comic books, what does “retcon” mean?
1) Retouched condition
2) Retroactive continuity ✓
3) Retaliatory concussion"
990035316265443328,2018-04-28 01:09:48,"Which of these landmark Supreme Court cases was handed down first?
1) Dred Scott v. Sandford ✓
2) Brown v. Board
3) Plessy v. Ferguson"
990035169271787520,2018-04-28 01:09:12,"Which of these college football teams famously has the largest stadium?
1) Crimson Tide
2) Wolverines ✓
3) Longhorns"
990034986098135046,2018-04-28 01:08:29,"On the periodic table of the elements, what are the horizontal rows called?
1) Groups
2) Periods ✓
3) Blocks"
990034778366922753,2018-04-28 01:07:39,"Which of these is NOT one of Switzerland’s official languages?
1) French
2) Italian
3) Dutch ✓"
990034625094475776,2018-04-28 01:07:03,"Which of these is considered “higher” mathematics?
1) Arithmetic
2) Area of a square
3) Vector calculus ✓"
990034460098945024,2018-04-28 01:06:23,"What is the name of the layer that lies between the crust and core of the Earth?
1) Mantle ✓
2) Ocean
3) Continent"
990034211141816321,2018-04-28 01:05:24,"Which of these places is located in the tropics?
1) Siberia
2) Hawaii ✓
3) Antarctica"
990034071911837696,2018-04-28 01:04:51,"Who is the Eiffel Tower named after?
1) Gustave Eiffel ✓
2) Gustave Tower
3) Indoor Football League"
989945225492750336,2018-04-27 19:11:48,"Who was inducted into the National Inventors Hall of Fame first?
1) Nikola Tesla ✓
2) Philo Farnsworth
3) Louis Pasteur"
989944913008779264,2018-04-27 19:10:34,"The Lone Star State does NOT border which state?
1) Centennial State ✓
2) Land of Enchantment
3) Pelican State"
989944715821842432,2018-04-27 19:09:47,"Which of these dog breeds has won the most Best in Show awards at Westminster?
1) English Setter
2) Scottish Terrier ✓
3) Bichon Frise"
989944577166577665,2018-04-27 19:09:14,"The Barbie of Barbie doll fame shares her last name with what current government official?
1) Secretary of Defense… https://t.co/UxFME9m8tW"
989944405506306048,2018-04-27 19:08:33,"The rapper Q-Tip is part of what classic hip-hop group?
1) A Tribe Called Quest ✓
2) Public Enemy
3) De La Soul"
989944286916628480,2018-04-27 19:08:04,"Which of these islands is in the Caribbean?
1) Bora Bora
2) Seychelles
3) Saint Lucia ✓"
989944088689565702,2018-04-27 19:07:17,"In the 1989 film “Turner &amp; Hooch,” what kind of animal was Hooch?
1) Dog ✓
2) Ferret
3) Skunk"
989943881163788289,2018-04-27 19:06:28,"Which of these terms is used to describe the news media?
1) Fourth estate ✓
2) Second base
3) Third watch"
989943753107533824,2018-04-27 19:05:57,"Which of these properties is often measured in fluid ounces?
1) Density
2) Volume ✓
3) Viscosity"
989943605824491521,2018-04-27 19:05:22,"Which of these is the name of a famous cartoon chipmunk?
1) Mickey
2) Goofy
3) Alvin ✓"
989943472495976449,2018-04-27 19:04:50,"According to an old saying, “You can’t judge a book by its” what?
1) Index
2) Klout Score
3) Cover ✓"
989943316023267328,2018-04-27 19:04:13,"Which machine would you most likely find in a gym?
1) Karaoke machine
2) Deep fryer
3) Treadmill ✓"
989880142376914944,2018-04-27 14:53:11,@AndroidLibHunt @chwies1 @RyneHager @djleeds First featuring 😎 Thx @AndroidLibHunt
989673749187264512,2018-04-27 01:13:03,"Rumored to be made of unicorn horns, the throne chair of Denmark is actually made of what?
1) Horse bones
2) White quartz
3) Narwhal tusks ✓"
989673429468172288,2018-04-27 01:11:47,"The only dwarf planet in our solar system’s asteroid belt is named for a goddess of what?
1) Wisdom
2) Agriculture ✓
3) Dawn"
989673276292124672,2018-04-27 01:11:10,"Which Canadian author wrote a book nobody will be able to read until the next century?
1) Alice Munro
2) Margaret Atwood ✓
3) Yann Martel"
989673069903040517,2018-04-27 01:10:21,"The Theridion grallator is a Hawaiian spider famous for what distinctive pattern on its back?
1) Smiley face ✓
2) I… https://t.co/cVFrKy7rPS"
989672875555786753,2018-04-27 01:09:35,"Which of these artists has NOT recorded a song based on “Wuthering Heights”?
1) Annie Lennox ✓
2) Kate Bush
3) Celine Dion"
